10	0.9806743421052632	5.513569078947368	0.4003997912705421	0.7920970394736845
20	0.9814967105263158	5.613486842105263	0.3964238175793096	0.7974218750000002
30	0.9810855263157895	5.6587171052631575	0.392301406329904	0.7939473684210526
40	0.9819078947368421	5.868009868421052	0.38703647665628227	0.7788363486842108
50	0.9827302631578947	6.041118421052632	0.3874257193692946	0.7634539473684212
60	0.9823190789473685	6.1040296052631575	0.3807320048731051	0.7673026315789477
70	0.983141447368421	6.158305921052632	0.3790480495728503	0.7655222039473687
80	0.9786184210526315	6.1019736842105265	0.3850671282656825	0.7595764802631582
90	0.9769736842105263	6.200246710526316	0.3761599708725941	0.7579235197368425
100	0.9851973684210527	6.196134868421052	0.3808564228348006	0.7687541118421057
